Key,SourceString
RUBY_ID_ITEM_RECIPE_ALCHEMY_TEGARUNIKUIKKUKEKI,"てがるにくいっくけーき"
RUBY_ID_ITEM_RECIPE_ALCHEMY_GOJYASUKUKKINOHON,"ごーじゃすくっきーのほん"
RUBY_ID_ITEM_RECIPE_ALCHEMY_OTOKONARAMEGAMORIDON,"めがもりどんのれしぴ"
RUBY_ID_ITEM_RECIPE_ALCHEMY_KYUKYOKUSUPAISUKARE,"きゅうきょくすぱいすかれー"
RUBY_ID_ITEM_RECIPE_ALCHEMY_SUMASSYUPOTETONAMONOGATARI,"すまっしゅぽてとなものがたり"
RUBY_ID_ITEM_RECIPE_ALCHEMY_BATORUSUTEKINORESIPI,"ばとるすてーきのれしぴ"
RUBY_ID_ITEM_RECIPE_ALCHEMY_GUREITOGURATANNOOUSAMA,"ぐれいとぐらたんのおうさま"
RUBY_ID_ITEM_RECIPE_ALCHEMY_MAJIKKUSUPUNOSINPI,"まじっくすーぷのしんぴ"
RUBY_ID_ITEM_RECIPE_ALCHEMY_MIRAKURUSANDONOTUKURIKATA,"みらくるさんどのつくりかた"
RUBY_ID_ITEM_RECIPE_ALCHEMY_IYASINOMUNIERUWOERU,"いやしのむにえるをえる"
RUBY_ID_ITEM_RECIPE_ALCHEMY_AIJYOUOMURETUNOHON,"あいじょうおむれつのほん"
RUBY_ID_ITEM_RECIPE_ALCHEMY_KANZENNARUBARANSUPASUTA,"かんぜんなるばらんすぱすた"
RUBY_ID_ITEM_RECIPE_ALCHEMY_AKUROBAGANOTUKURIKATA,"あくろばーがーのつくりかた"
RUBY_ID_ITEM_RECIPE_ALCHEMY_SUTASUITUNOEHON,"すたーすいーつのえほん"
RUBY_ID_ITEM_RECIPE_ALCHEMY_ZUSSIRIZOTTONORESIPI,"ずっしりりぞっとのれしぴ"
RUBY_ID_ITEM_RECIPE_ALCHEMY_TARUTOTOYASURAKANAGOGO,"たるとと安らかな午後"
RUBY_ID_ITEM_RECIPE_ALCHEMY_TAKUMINACHAHANNOSEKAI,"たくみなちゃーはんのせかい"
RUBY_ID_ITEM_RECIPE_ALCHEMY_SURUDOKUTOGATTAKISSYUJITEN,"するどくとがったきっしゅじてん"
RUBY_ID_ITEM_RECIPE_ALCHEMY_TOTUGEKITANKUHANBAGU,"とつげきたんくはんばーぐ"
RUBY_ID_ITEM_RECIPE_ALCHEMY_TOUSOUTOPATTUANOREKISI,"とうそうとぱっつぁのれきし"
RUBY_ID_ITEM_GESTURE_UNAZUKU,"しぐさしょうなずく"
RUBY_ID_ITEM_GESTURE_HIYAKASU,"しぐさしょひやかす"
RUBY_ID_ITEM_GESTURE_HOHOEMU,"しぐさしょほほえむ"
RUBY_ID_ITEM_GESTURE_NIGAWARAI,"しぐさしょにがわらい"
RUBY_ID_ITEM_GESTURE_OKORU,"しぐさしょおこる"
RUBY_ID_ITEM_GESTURE_KEIREI,"しぐさしょけいれい"
RUBY_ID_ITEM_GESTURE_CHOUHATSU,"しぐさしょちょうはつ"
RUBY_ID_ITEM_TICKET_OMEKASHIKARAKEN,"おめかしからーけん"
RUBY_ID_ITEM_OTHER_SKILLUPPANEL_BRONZE,"すきるあっぷぱねるどう"
RUBY_ID_ITEM_OTHER_SKILLUPPANEL_SILVER,"すきるあっぷぱねるぎん"
RUBY_ID_ITEM_OTHER_SKILLUPPANEL_GOLD,"すきるあっぷぱねるきん"
RUBY_ID_ITEM_OTHER_SKILLUPPANEL_RAINBOW,"すきるあっぷぱねるにじ"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00001,"ごくらくぎょあお"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00002,"ごくらくぎょあか"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00003,"ごくらくぎょき"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00004,"ごくらくぎょしろ"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00005,"ごくらくぎょくろ"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00006,"わかさぎ"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00007,"きんぎょ"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00008,"えんぜるふぃっしゅ"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00009,"にじいろふぃっしゅ"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00010,"ふな"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00011,"ぴらにあ"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00012,"あゆ"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00013,"にじます"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00014,"ぶらっくばす"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00015,"いわな"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00016,"Worn by a messenger from the deep sea."
RUBY_ITEM_TURI_PRM_LIVE_FISH_00017,"うなぎ"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00018,"にしきごい"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00019,"あろわな"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00020,"おおなまず"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00021,"ぴらるく"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00022,"くまのみ"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00023,"Hydrangea Scroll"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00024,"とびうお"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00025,"たつのおとしご"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00026,"なんようはぎ"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00027,"さんま"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00028,"はりせんぼん"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00029,"Man o' War Mobile"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00030,"かさご"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00031,"Solar Fan"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00032,"ふぐ"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00033,"Staff of Sentencing"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00034,"かつお"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00035,"Sorcerer's Stone"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00036,"すずき"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00037,"ちょうちんあんこう"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00038,"まぐろ"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00039,"しーらかんす"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00040,"まんぼう"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00041,"かじき"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00042,"まんた"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00043,"ほおじろざめ"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00044,"しゅもくざめ"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00045,"じんべえざめ"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00046,"りゅうぐうのつかい"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00047,"いせえび"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00048,"Lightning Staff"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00049,"Gloves worn by brave warriors of Yamakaminu."
RUBY_ITEM_TURI_PRM_LIVE_FISH_00050,"たからばこ"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00051,"きんぎょしろあか"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00052,"でめきん"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00053,"こいくろ"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00054,"こいきん"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00055,"はなごい"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00056,"いしだい"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00057,"おうむがい"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00058,"かれい"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00059,"ぶるーなぽれおん"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00063,"くらうんろーち"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00064,"ずわいがに"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00065,"ふうせんうなぎ"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00066,"あかまんぼう"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00067,"みつくりざめ"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00084,"すいか"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00101,"でんきうなぎ"
RUBY_ITEM_TURI_PRM_LIVE_FISH_00133,"のこぎりえいき"
EXPLANATION_ID_ITEM_USED_YAKUSOU,"仲間ひとりの<lf>ＨＰを３０～回復<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_USED_JYOUYAKUSOU,"仲間ひとりの<lf>ＨＰを５０～回復<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_USED_AMORUNOMIZU,"仲間ひとりの<lf>ＨＰを６０～回復<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_USED_SEKAIJYUNOSIZUKU,"仲間全員の<lf>ＨＰが完全に回復<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_USED_DOKUKESISOU,"仲間ひとりの<lf>毒を治す<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_USED_MANGETUSOU,"仲間ひとりの<lf>マヒを治す<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_USED_TENSINOSUZU,"仲間ひとりの<lf>混乱を治す<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_USED_MEZAMENOHANA,"仲間ひとりの<lf>眠りを覚ます<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_USED_SEKAIJYUNOHA,"仲間ひとりをＨＰ<lf>半分で生き返す<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_USED_MAHOUNOSEISUI,"仲間ひとりの<lf>ＭＰを３６～回復<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_USED_ERUHUNONOMIGUSURI,"仲間ひとりの<lf>ＭＰを完全に回復<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_USED_MADARAKUMOITO,"敵１体の<lf>すばやさを下げる<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_USED_DOKUGANOKONA,"敵１体を<lf>マヒさせる毒粉<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_USED_YUMEMINOHANA,"敵１体を<lf>眠らせる花<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_USED_OMOIDENOSUZU,"洞くつや塔から<lf>すぐ脱出できる鈴<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_USED_MAHOUNO_KOBIN,"仲間ひとりの<lf>ＭＰを１０回復<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_USED_TOKUYAKUSOU,"仲間ひとりの<lf>ＨＰを８０～回復<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_USED_IYASISOU,"仲間ひとりの<lf>ＨＰを７０～回復<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_USED_JYOUDOKUKESISOU,"仲間ひとりの毒と<lf>ＨＰ３０～回復<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_USED_TOKUDOKUKESISOU,"仲間ひとりの毒と<lf>ＨＰ６０～回復<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_USED_KITUKESOU,"仲間ひとりのマヒ<lf>ＨＰが３０～回復<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_USED_TSUKINOMEGUMI,"仲間ひとりのマヒ<lf>ＨＰが６０～回復<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_URUBEA_BRONZE,"使い道はないが<lf>売ればお金になる<lf>古びた銅貨"
EXPLANATION_ID_ITEM_URUBEA_SILVER,"使い道はないが<lf>売ればお金になる<lf>古びた銀貨"
EXPLANATION_ID_ITEM_URUBEA_GOLD,"使い道はないが<lf>売ればお金になる<lf>古びた金貨"
EXPLANATION_ID_ITEM_USED_KENJANOSEISUI,"仲間ひとりの<lf>ＭＰを７０～回復<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_TICKET_HUKUBIKIKEN,"１枚で抽せん１回<lf>コンシェルジュに<lf>持っていこう"
EXPLANATION_ID_ITEM_TICKET_BIYOUIN,"美容院で渡すと<lf>サービスが無料で<lf>受けられる券"
EXPLANATION_ID_ITEM_OTHER_IRAISYO_1,"討伐隊の依頼書<lf>依頼を達成したら<lf>なくなる"
EXPLANATION_ID_ITEM_OTHER_IRAISYO_2,"討伐隊の依頼書<lf>依頼を達成したら<lf>なくなる"
EXPLANATION_ID_ITEM_OTHER_IRAISYO_3,"討伐隊の依頼書<lf>依頼を達成したら<lf>なくなる"
EXPLANATION_ID_ITEM_OTHER_IRAISYO_4,"討伐隊の依頼書<lf>依頼を達成したら<lf>なくなる"
EXPLANATION_ID_ITEM_OTHER_IRAISYO_5,"討伐隊の依頼書<lf>依頼を達成したら<lf>なくなる"
EXPLANATION_ID_ITEM_USED_UCHINAOSI,"持っている装備品を<lf>うちなおすのに<lf>必要な宝珠"
EXPLANATION_ID_ITEM_TANE_CHIKARA,"ちからが<lf>１あがる魔法の種<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_TANE_SUBAYASA,"すばやさが<lf>１あがる魔法の種<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_TANE_MAMORI,"みのまもりが<lf>１あがる魔法の種<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_TANE_KIYOUSA,"きようさが<lf>１あがる魔法の種<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_TANE_UTSUKUSHISOU,"みりょくが<lf>１あがる魔法の草<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_TANE_INOCHI,"最大ＨＰが<lf>１あがる魔法の実<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_TANE_HUSHIGI,"最大ＭＰが<lf>１あがる魔法の実<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_TANE_SHINKOU,"回復魔力が<lf>１あがる魔法の種<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_TANE_MARYOKU,"攻撃魔力が<lf>１あがる魔法の種<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_OTHER_GENKIDAMA,"経験値とゴールド<lf>３０分間２倍に！<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_COIN_ATLUS,"アトラスと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_BAZUZU,"バズズと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_BERIAL,"ベリアルと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_AKURYOU,"悪霊の神々と<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_CATS,"ザ・キャッツと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_BARAMOS,"バラモスと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_DRAGONGAIA,"ドラゴンガイアと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_BORNS,"ザ・ボーンズと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_KINGHIDORA,"キングヒドラと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_GORUSURA,"ゴルスラ軍団と<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_METAKIN,"メタキン軍団と<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_GORUDOMAN,"ゴールドマンＭと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_KOKURYU,"黒竜丸と<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_BATORUS,"バトルＳと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_RENGOKU,"れんごく天馬と<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_HANUMAN,"ハヌマーンと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_BARIKUNAJYA,"バリクナジャと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_DEMONKINGU,"デーモンキングと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_JYAMIRASU,"ジャミラスと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_TORORUB,"トロルバッコスと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_DORAGONU,"ドラゴン・ウーと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_GIGUHANMA,"ギーグハンマーと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_JIGOKUNONUE,"じごくのヌエと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_BARAMOSUZONBI,"バラモスゾンビと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_KOKURYUPEA,"黒竜丸ペアと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_BATORUSPEA,"バトルＳペアと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_BATORUSGUNDAN,"バトルＳ軍団と<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_HANUMANPEA,"ハヌマーンペアと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_HANUMANGUNDAN,"ハヌマーン軍団と<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_KINGUREOPEA,"キングレオペアと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_KINGUREOGUNDAN,"キングレオ軍団と<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_TBAKKOSUW,"Ｔバッコスペアと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_USED_OTAKARASAGASHI,"近くの宝の場所を<lf>地図上でしらせる<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_COIN_GURAKOS,"グラコスと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_SHOKUJI_KAMUSHIKA,"食べるとなくなり<lf>最大ＭＰが<lf>一時的に４上がる"
EXPLANATION_ID_ITEM_SHOKUJI_SAKURAMOCHI,"食べるとなくなり<lf>かいふく魔力が<lf>一時的に８上がる"
EXPLANATION_ID_ITEM_SHOKUJI_BUTAMAN,"食べるとなくなり<lf>きようさが<lf>一時的に８上がる"
EXPLANATION_ID_ITEM_SHOKUJI_SABAKUNOTSUKI,"食べるとなくなり<lf>最大ＨＰが<lf>一時的に４上がる"
EXPLANATION_ID_ITEM_SHOKUJI_AKUROBATCAKE,"食べるとなくなり<lf>すばやさが<lf>一時的に８上がる"
EXPLANATION_ID_ITEM_SHOKUJI_KARAAGE,"食べるとなくなり<lf>こうげき魔力が<lf>一時的に８上がる"
EXPLANATION_ID_ITEM_SHOKUJI_KOKONATS,"食べるとなくなり<lf>身かわし率が<lf>一時的に１％上昇"
EXPLANATION_ID_ITEM_SHOKUJI_SABURE,"食べるとなくなり<lf>みりょくが<lf>一時的に８上がる"
EXPLANATION_ID_ITEM_SHOKUJI_GENKOTSUAME,"食べるとなくなり<cf>攻撃力が<cf>一時的に４上がる"
EXPLANATION_ID_ITEM_SHOKUJI_ORGANICSARADA,"食べるとなくなり<lf>守備力が<lf>一時的に８上がる"
EXPLANATION_ID_ITEM_SHOKUJI_COLOSSEO,"食べるとなくなり<lf>会心率が<lf>一時的に１％上昇"
EXPLANATION_ID_ITEM_SHOKUJI_BURGER,"食べるとなくなり<lf>盾ガード率が<lf>一時的に４％上昇"
EXPLANATION_ID_ITEM_COIN_SANAKUMA,"伝説の三悪魔と<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_USED_KISEKINOKOUSUI,"使うと３０分間<lf>転生モンスターに<lf>出会いやすくなる"
EXPLANATION_ID_ITEM_USED_METALNAKOUSUI,"使うと３０分間<lf>メタルな魔物に<lf>出会いやすくなる"
EXPLANATION_ID_ITEM_USED_HAGUKUMINOKOUSUI,"使うと１０分<lf>仲間モンスターの<lf>獲得経験値２倍！"
EXPLANATION_ID_ITEM_USED_HAGUKUMINOJOUKOUSUI,"使うと１０分<lf>仲間モンスターの<lf>獲得経験値３倍！"
EXPLANATION_ID_ITEM_COIN_KILLERMAJINGA,"キラーマジンガと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_KILLERMACHINE,"Ｓキラーマシンと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_OTHER_OUGONNOHANABIRA,"使い道はないが<lf>売ればお金になる<lf>金でできた花びら"
EXPLANATION_ID_ITEM_COIN_GENKAINOYONSHOKOU,"幻界の四諸侯と<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_OTHER_CHIISANAMEDARU,"どこかの誰かが<lf>集めているらしい<lf>ふしぎなメダル"
EXPLANATION_ID_ITEM_CASINO_COIN,"カジノで賭けて<lf>遊ぶために<lf>必要になるコイン"
EXPLANATION_ID_ITEM_PRISM_COMMON,"ドルボードに<lf>取り付けることで<lf>フォルムチェンジ"
EXPLANATION_ID_ITEM_BOOK_SLIME,"まもの使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_MOMON,"まもの使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_PURIZUNYAN,"まもの使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_HOIMISLIME,"まもの使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_SLIMEKNIGHT,"まもの使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_KIMERA,"まもの使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_NEKOMADOU,"まもの使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_RIZARDMAN,"まもの使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_BABYSATAN,"まもの使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_BATTLEREX,"まもの使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_BROWNIE,"まもの使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_DRAGONKID,"まもの使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_PRIESTKNIGHT,"まもの使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_ITAZURAMOGURA,"まもの使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_KILLERPANSER,"まもの使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_METAPPI,"どうぐ使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_TAKEYARIHEI,"どうぐ使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_ODORUHOUSEKI,"どうぐ使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_NIDORUMAN,"どうぐ使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_GOLEM,"どうぐ使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_SAMAYOUYOROI,"どうぐ使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_FONDU,"どうぐ使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_KILLERMACHINE,"どうぐ使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_MAGIKALHAT,"どうぐ使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_DEVILARMOR,"どうぐ使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_HITOKUISABER,"どうぐ使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_PAPETMAN,"どうぐ使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_ENTASHISUMAN,"どうぐ使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_MIMIC,"どうぐ使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_MISTERYDOLL,"どうぐ使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_TANSUMIMIC,"どうぐ使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_DORAKY,"まもの使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_BOOK_YAMISHIBARI,"どうぐ使い用の<lf>スカウトの書<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_COIN_DONMOGURA,"ドン・モグーラと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_ANKOKUNOMAJIN,"暗黒の魔人と<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_GOSUNERU,"牙王ゴースネルと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_USED_YOUSEINOHIYAKU,"仲間ひとりの<lf>ＭＰを９０～回復<lf>使ったらなくなる"
EXPLANATION_ID_ITEM_COIN_ZARUTORA,"輪王ザルトラと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_COIN_SGENERAL,"Ｓジェネラルと<lf>戦えるコイン<lf>ドロシーに渡そう"
EXPLANATION_ID_ITEM_SHOKUJI_POWERFULSTEAK,"食べるとなくなり<lf>攻撃力が<lf>一時的に上がる"
EXPLANATION_ID_ITEM_SHOKUJI_GADIANSARADA,"食べるとなくなり<lf>守備力が<lf>一時的に上がる"
EXPLANATION_ID_ITEM_SHOKUJI_STAMINARICE,"食べるとなくなり<lf>最大ＨＰが<lf>一時的に上がる"
EXPLANATION_ID_ITEM_SHOKUJI_MANAPASUTA,"食べるとなくなり<lf>最大ＭＰが<lf>一時的に上がる"
EXPLANATION_ID_ITEM_SHOKUJI_MAGICALSAND,"食べるとなくなり<lf>こうげき魔力が<lf>一時的に上がる"
EXPLANATION_ID_ITEM_SHOKUJI_IYASHINOSOUP,"食べるとなくなり<lf>かいふく魔力が<lf>一時的に上がる"
